query,country,clicks,impressions,ctr,position
arizona printing company,usa,0,1,0.0,66.0
arizona printing services,usa,0,2,0.0,51.5
arizona printing services,vnm,0,1,0.0,51.0
arizona professional seo,gbr,0,1,0.0,41.0
arizona professional seo,usa,0,1,0.0,27.0
arizona professional seo services,arg,0,1,0.0,28.0
arizona professional seo services,can,0,1,0.0,44.0
arizona professional seo services,deu,0,1,0.0,39.0
arizona professional seo services,fra,0,1,0.0,73.0
arizona professional seo services,gbr,0,1,0.0,75.0
arizona professional seo services,isr,0,1,0.0,81.0
arizona professional seo services,kor,0,1,0.0,24.0
arizona professional seo services,lux,0,1,0.0,76.0
arizona professional seo services,omn,0,1,0.0,73.0
arizona professional seo services,usa,0,27,0.0,40.18518518518518
arizona retail services seo firm,can,0,2,0.0,40.5
arizona retail services seo firm,deu,0,3,0.0,80.66666666666667
arizona retail services seo firm,esp,0,1,0.0,82.0
arizona retail services seo firm,fra,0,5,0.0,85.8
arizona retail services seo firm,gbr,0,2,0.0,93.0
arizona retail services seo firm,hun,0,1,0.0,93.0
arizona retail services seo firm,ind,0,1,0.0,85.0
arizona retail services seo firm,irl,0,1,0.0,71.0
arizona retail services seo firm,ita,0,27,0.0,82.4074074074074
arizona retail services seo firm,ltu,0,4,0.0,95.25
arizona retail services seo firm,lva,0,1,0.0,100.0
arizona retail services seo firm,mex,0,1,0.0,44.0
arizona retail services seo firm,per,0,1,0.0,92.0
arizona retail services seo firm,phl,0,1,0.0,94.0
arizona retail services seo firm,prt,0,1,0.0,84.0
arizona retail services seo firm,swe,0,1,0.0,85.0
arizona retail services seo firm,tur,0,1,0.0,88.0
arizona retail services seo firm,usa,0,193,0.0,56.968911917098445
arizona retail services ux/ui,bra,0,1,0.0,84.0
arizona retail services ux/ui,deu,0,2,0.0,77.5
arizona retail services ux/ui,ecu,0,1,0.0,86.0
arizona retail services ux/ui,fra,0,1,0.0,90.0
arizona retail services ux/ui,gbr,0,2,0.0,90.0
arizona retail services ux/ui,ita,0,12,0.0,85.16666666666667
arizona retail services ux/ui,jpn,0,1,0.0,92.0
arizona retail services ux/ui,ltu,0,2,0.0,88.0
arizona retail services ux/ui,lva,0,1,0.0,89.0
arizona retail services ux/ui,usa,0,67,0.0,63.1044776119403
arizona search engine marketing,deu,0,1,0.0,68.0
arizona search engine marketing,usa,0,12,0.0,70.0
arizona search engine optimization,aus,0,1,0.0,79.0
arizona search engine optimization,bgd,0,1,0.0,50.0
arizona search engine optimization,blr,0,1,0.0,76.0
arizona search engine optimization,bol,0,1,0.0,76.0
arizona search engine optimization,bra,0,21,0.0,78.0
arizona search engine optimization,brb,0,1,0.0,77.0
arizona search engine optimization,can,0,5,0.0,76.8
arizona search engine optimization,deu,0,2,0.0,77.0
arizona search engine optimization,dnk,0,1,0.0,75.0
arizona search engine optimization,dom,0,1,0.0,75.0
arizona search engine optimization,egy,0,1,0.0,87.0
arizona search engine optimization,esp,0,1,0.0,80.0
arizona search engine optimization,fra,0,1,0.0,75.0
arizona search engine optimization,gbr,0,24,0.0,66.625
arizona search engine optimization,ind,0,5,0.0,71.0
arizona search engine optimization,irl,0,1,0.0,78.0
arizona search engine optimization,irn,0,1,0.0,85.0
arizona search engine optimization,isr,0,1,0.0,82.0
arizona search engine optimization,ita,0,4,0.0,76.25
arizona search engine optimization,jor,0,1,0.0,89.0
arizona search engine optimization,jpn,0,2,0.0,81.0
arizona search engine optimization,kaz,0,1,0.0,82.0
arizona search engine optimization,kor,0,1,0.0,80.0
arizona search engine optimization,mex,0,3,0.0,81.33333333333333
arizona search engine optimization,mys,0,1,0.0,78.0
arizona search engine optimization,nld,0,2,0.0,79.5
arizona search engine optimization,pak,0,1,0.0,74.0
arizona search engine optimization,per,0,1,0.0,82.0
arizona search engine optimization,phl,0,2,0.0,81.5
arizona search engine optimization,pol,0,4,0.0,79.5
arizona search engine optimization,prt,0,1,0.0,86.0
arizona search engine optimization,rou,0,1,0.0,71.0
arizona search engine optimization,rus,0,8,0.0,86.375
arizona search engine optimization,sau,0,2,0.0,78.5
arizona search engine optimization,tha,0,2,0.0,80.0
arizona search engine optimization,tur,0,2,0.0,78.5
arizona search engine optimization,twn,0,3,0.0,78.66666666666667
arizona search engine optimization,ukr,0,1,0.0,99.0
arizona search engine optimization,usa,0,513,0.0,78.4327485380117
arizona search engine optimization,uzb,0,1,0.0,71.0
arizona search engine optimization,ven,0,1,0.0,78.0
arizona search engine optimization,vnm,0,5,0.0,78.0
arizona search engine optimization,zaf,0,1,0.0,77.0
arizona search engine optimization agency,bra,0,2,0.0,86.0
arizona search engine optimization agency,jor,0,1,0.0,85.0
arizona search engine optimization agency,kwt,0,1,0.0,102.0
arizona search engine optimization agency,pry,0,1,0.0,88.0
arizona search engine optimization agency,usa,0,29,0.0,88.27586206896552
arizona search engine optimization company,bel,0,2,0.0,90.0
arizona search engine optimization company,blr,0,1,0.0,82.0
arizona search engine optimization company,bra,0,1,0.0,100.0
arizona search engine optimization company,deu,0,1,0.0,73.0
arizona search engine optimization company,fra,0,2,0.0,78.5
arizona search engine optimization company,gbr,0,3,0.0,75.33333333333333
arizona search engine optimization company,pry,0,1,0.0,89.0
arizona search engine optimization company,usa,0,5,0.0,83.0
arizona search engine optimization consultants,bgd,0,1,0.0,44.0
arizona search engine optimization consultants,bra,0,13,0.0,85.76923076923077
arizona search engine optimization consultants,gbr,0,3,0.0,95.33333333333333
arizona search engine optimization consultants,ind,0,1,0.0,102.0
arizona search engine optimization consultants,irq,0,1,0.0,75.0
arizona search engine optimization consultants,kor,0,2,0.0,94.0
arizona search engine optimization consultants,mex,0,1,0.0,46.0
arizona search engine optimization consultants,nld,0,1,0.0,91.0
arizona search engine optimization consultants,phl,0,1,0.0,43.0
arizona search engine optimization consultants,rus,0,2,0.0,95.5
arizona search engine optimization consultants,usa,0,84,0.0,82.5952380952381
arizona search engine optimization consultants,zaf,0,1,0.0,74.0
arizona seo,ago,0,1,0.0,100.0
arizona seo,arg,0,2,0.0,82.0
arizona seo,arm,0,1,0.0,34.0
arizona seo,aus,0,5,0.0,54.0
arizona seo,blr,0,1,0.0,33.0
arizona seo,bra,0,37,0.0,73.48648648648648
arizona seo,can,0,2,0.0,51.0
arizona seo,deu,0,4,0.0,60.5
arizona seo,ecu,0,1,0.0,74.0
arizona seo,esp,0,6,0.0,45.833333333333336
arizona seo,fra,0,9,0.0,36.77777777777778
arizona seo,gbr,0,35,0.0,50.2
arizona seo,gha,0,1,0.0,75.0
arizona seo,hti,0,1,0.0,100.0
arizona seo,idn,0,1,0.0,79.0
arizona seo,ind,0,4,0.0,70.75
arizona seo,irl,0,2,0.0,39.0
arizona seo,ita,0,6,0.0,83.0
arizona seo,jpn,0,1,0.0,75.0
arizona seo,kor,0,5,0.0,78.0
arizona seo,ltu,0,2,0.0,73.0
arizona seo,mex,0,4,0.0,70.5
arizona seo,mys,0,4,0.0,73.25
arizona seo,nga,0,1,0.0,31.0
arizona seo,nzl,0,1,0.0,100.0
arizona seo,pak,0,4,0.0,77.25
arizona seo,pan,0,1,0.0,99.0
arizona seo,prt,0,1,0.0,46.0
arizona seo,rou,0,1,0.0,75.0
arizona seo,rus,0,13,0.0,66.38461538461539
arizona seo,sau,0,2,0.0,91.5
arizona seo,sen,0,1,0.0,82.0
arizona seo,tha,0,1,0.0,22.0
arizona seo,tto,0,1,0.0,100.0
arizona seo,tun,0,1,0.0,83.0
arizona seo,tur,0,1,0.0,100.0
arizona seo,ukr,0,2,0.0,75.5
arizona seo,usa,0,1893,0.0,60.12678288431062
arizona seo,vnm,0,4,0.0,58.5
arizona seo,zaf,0,1,0.0,101.0
arizona seo agencies,arg,0,1,0.0,84.0
arizona seo agencies,bgr,0,1,0.0,93.0
arizona seo agencies,bhs,0,1,0.0,83.0
arizona seo agencies,bra,0,10,0.0,87.9
arizona seo agencies,deu,0,2,0.0,86.5
arizona seo agencies,dom,0,1,0.0,89.0
arizona seo agencies,ecu,0,1,0.0,92.0
arizona seo agencies,esp,0,1,0.0,94.0
arizona seo agencies,est,0,1,0.0,76.0
arizona seo agencies,gbr,0,2,0.0,88.5
arizona seo agencies,grc,0,1,0.0,96.0
arizona seo agencies,irl,0,2,0.0,88.5
arizona seo agencies,ita,0,1,0.0,96.0
arizona seo agencies,jpn,0,1,0.0,90.0
arizona seo agencies,kor,0,1,0.0,77.0
arizona seo agencies,nld,0,1,0.0,90.0
arizona seo agencies,pol,0,1,0.0,87.0
arizona seo agencies,rus,0,1,0.0,88.0
arizona seo agencies,sgp,0,2,0.0,85.5
arizona seo agencies,tun,0,1,0.0,94.0
arizona seo agencies,ury,0,1,0.0,94.0
arizona seo agencies,usa,0,180,0.0,74.47777777777777
arizona seo agencies,uzb,0,1,0.0,92.0
arizona seo agencies,vnm,0,6,0.0,90.5
arizona seo agency,are,0,3,0.0,87.33333333333333
arizona seo agency,arg,0,19,0.0,89.47368421052632
arizona seo agency,arm,0,1,0.0,79.0
arizona seo agency,aus,0,2,0.0,87.5
arizona seo agency,bel,0,1,0.0,86.0
arizona seo agency,ben,0,1,0.0,99.0
arizona seo agency,bgd,0,2,0.0,85.5
arizona seo agency,bgr,0,2,0.0,60.5
arizona seo agency,bih,0,1,0.0,92.0
arizona seo agency,blr,0,2,0.0,57.5
arizona seo agency,bol,0,1,0.0,89.0
arizona seo agency,bra,0,83,0.0,88.08433734939759
arizona seo agency,brb,0,2,0.0,85.0
arizona seo agency,bwa,0,1,0.0,89.0
arizona seo agency,can,0,5,0.0,88.0
arizona seo agency,chl,0,4,0.0,93.0
arizona seo agency,col,0,2,0.0,88.0
arizona seo agency,cri,0,1,0.0,95.0
arizona seo agency,cze,0,1,0.0,86.0
arizona seo agency,deu,0,12,0.0,87.0
arizona seo agency,dom,0,1,0.0,76.0
arizona seo agency,dza,0,3,0.0,89.33333333333333
arizona seo agency,ecu,0,7,0.0,86.42857142857143
arizona seo agency,egy,0,6,0.0,93.5
arizona seo agency,esp,0,3,0.0,93.33333333333333
arizona seo agency,fra,0,11,0.0,83.72727272727273
arizona seo agency,gbr,0,37,0.0,81.24324324324324
arizona seo agency,geo,0,3,0.0,90.33333333333333
arizona seo agency,grc,0,1,0.0,91.0
arizona seo agency,gtm,0,1,0.0,85.0
arizona seo agency,hkg,0,1,0.0,82.0
arizona seo agency,hnd,0,2,0.0,89.5
arizona seo agency,hun,0,1,0.0,83.0
arizona seo agency,idn,0,6,0.0,66.83333333333333
arizona seo agency,ind,0,19,0.0,86.78947368421052
arizona seo agency,irl,0,1,0.0,88.0
arizona seo agency,irn,0,3,0.0,91.0
arizona seo agency,irq,0,3,0.0,89.0
arizona seo agency,isr,0,1,0.0,82.0
arizona seo agency,ita,0,32,0.0,91.09375
arizona seo agency,jor,0,2,0.0,85.5
arizona seo agency,jpn,0,3,0.0,88.33333333333333
arizona seo agency,kaz,0,2,0.0,88.0
arizona seo agency,ken,0,1,0.0,87.0
arizona seo agency,kor,0,18,0.0,89.11111111111111
arizona seo agency,kwt,0,2,0.0,83.5
arizona seo agency,lby,0,1,0.0,96.0
arizona seo agency,ltu,0,3,0.0,89.33333333333333
arizona seo agency,lva,0,1,0.0,83.0
arizona seo agency,mar,0,1,0.0,88.0
arizona seo agency,mex,0,6,0.0,88.0
arizona seo agency,mys,0,6,0.0,88.0
arizona seo agency,nga,0,1,0.0,83.0
arizona seo agency,nzl,0,1,0.0,91.0
arizona seo agency,pak,0,1,0.0,84.0
arizona seo agency,pan,0,1,0.0,65.0
arizona seo agency,per,0,2,0.0,71.0
arizona seo agency,phl,0,8,0.0,85.75
arizona seo agency,pol,0,5,0.0,88.8
arizona seo agency,pry,0,3,0.0,89.0
arizona seo agency,rou,0,1,0.0,87.0
arizona seo agency,rus,0,25,0.0,86.44
arizona seo agency,sau,0,5,0.0,88.4
arizona seo agency,sen,0,1,0.0,85.0
arizona seo agency,sgp,0,1,0.0,86.0
arizona seo agency,sle,0,1,0.0,89.0
arizona seo agency,slv,0,1,0.0,98.0
arizona seo agency,tha,0,3,0.0,87.66666666666667
arizona seo agency,tto,0,1,0.0,88.0
arizona seo agency,tun,0,1,0.0,93.0
arizona seo agency,tur,0,2,0.0,91.0
arizona seo agency,twn,0,2,0.0,89.5
arizona seo agency,tza,0,1,0.0,95.0
arizona seo agency,ukr,0,6,0.0,87.16666666666667
arizona seo agency,ury,0,4,0.0,82.25
arizona seo agency,uzb,0,4,0.0,91.5
arizona seo agency,ven,0,6,0.0,88.16666666666667
arizona seo agency,vnm,0,28,0.0,85.21428571428571
arizona seo agency,zaf,0,4,0.0,89.75
arizona seo agency,zzz,0,2,0.0,88.5
arizona seo and digital marketing agency,usa,0,3,0.0,85.66666666666667
arizona seo class,usa,0,1,0.0,78.0
arizona seo companies,are,0,2,0.0,79.5
arizona seo companies,arg,0,5,0.0,70.4
arizona seo companies,bhr,0,1,0.0,87.0
arizona seo companies,bih,0,1,0.0,77.0
arizona seo companies,bra,0,14,0.0,73.85714285714286
arizona seo companies,can,0,1,0.0,96.0
arizona seo companies,cze,0,1,0.0,85.0
arizona seo companies,deu,0,2,0.0,79.0
arizona seo companies,dza,0,1,0.0,93.0
arizona seo companies,egy,0,2,0.0,75.5
arizona seo companies,esp,0,2,0.0,75.0
arizona seo companies,fin,0,1,0.0,77.0
arizona seo companies,gbr,0,8,0.0,67.0
arizona seo companies,idn,0,3,0.0,74.33333333333333
arizona seo companies,ind,0,18,0.0,80.44444444444444
arizona seo companies,ita,0,3,0.0,78.0
arizona seo companies,jor,0,1,0.0,78.0
arizona seo companies,kaz,0,1,0.0,74.0
arizona seo companies,kor,0,3,0.0,78.66666666666667
arizona seo companies,mar,0,1,0.0,77.0
arizona seo companies,mda,0,1,0.0,83.0
arizona seo companies,mex,0,2,0.0,82.0
arizona seo companies,mys,0,1,0.0,68.0
arizona seo companies,nzl,0,1,0.0,60.0
arizona seo companies,per,0,1,0.0,84.0
arizona seo companies,phl,0,2,0.0,79.0
arizona seo companies,pol,0,3,0.0,74.66666666666667
arizona seo companies,prt,0,1,0.0,76.0
arizona seo companies,rus,0,9,0.0,75.0
arizona seo companies,sau,0,1,0.0,77.0
arizona seo companies,tha,0,2,0.0,74.0
arizona seo companies,tur,0,2,0.0,81.5
arizona seo companies,ukr,0,2,0.0,87.5
arizona seo companies,ury,0,1,0.0,75.0
arizona seo companies,usa,0,492,0.0,68.8780487804878
arizona seo companies,uzb,0,1,0.0,82.0
arizona seo companies,vnm,0,3,0.0,83.33333333333333
arizona seo companies,zaf,0,2,0.0,76.5
arizona seo companies,zzz,0,1,0.0,81.0
arizona seo company,are,0,1,0.0,79.0
arizona seo company,arg,0,9,0.0,90.55555555555556
arizona seo company,arm,0,1,0.0,77.0
arizona seo company,aus,0,6,0.0,84.33333333333333
arizona seo company,aze,0,2,0.0,84.5
arizona seo company,bel,0,2,0.0,86.0
arizona seo company,bgd,0,7,0.0,81.0
arizona seo company,bgr,0,1,0.0,87.0
arizona seo company,bhs,0,2,0.0,75.5
arizona seo company,bih,0,2,0.0,90.5
arizona seo company,blr,0,4,0.0,85.5
arizona seo company,bmu,0,1,0.0,96.0
arizona seo company,bol,0,1,0.0,86.0
arizona seo company,bra,0,137,0.0,81.5036496350365
arizona seo company,brb,0,2,0.0,81.0
arizona seo company,brn,0,1,0.0,97.0
arizona seo company,can,0,14,0.0,79.07142857142857
arizona seo company,che,0,2,0.0,77.0
arizona seo company,chl,0,3,0.0,76.0
arizona seo company,col,0,6,0.0,82.66666666666667
arizona seo company,cri,0,1,0.0,82.0
arizona seo company,cym,0,1,0.0,78.0
arizona seo company,cyp,0,1,0.0,73.0
arizona seo company,cze,0,1,0.0,83.0
arizona seo company,deu,0,12,0.0,81.0
arizona seo company,dom,0,1,0.0,80.0
arizona seo company,dza,0,2,0.0,86.5
arizona seo company,ecu,0,7,0.0,81.42857142857143
arizona seo company,egy,0,1,0.0,101.0
arizona seo company,esp,0,10,0.0,82.7
arizona seo company,fra,0,20,0.0,66.2
arizona seo company,gab,0,1,0.0,96.0
arizona seo company,gbr,0,100,0.0,75.36
arizona seo company,geo,0,1,0.0,96.0
arizona seo company,grc,0,3,0.0,83.0
arizona seo company,gtm,0,1,0.0,74.0
arizona seo company,hnd,0,2,0.0,71.5
arizona seo company,hun,0,1,0.0,78.0
arizona seo company,idn,0,9,0.0,81.33333333333333
arizona seo company,ind,0,42,0.0,79.42857142857143
arizona seo company,irl,0,5,0.0,61.2
arizona seo company,irq,0,2,0.0,83.0
arizona seo company,isr,0,5,0.0,83.4
arizona seo company,ita,0,47,0.0,80.95744680851064
arizona seo company,jam,0,1,0.0,82.0
arizona seo company,jor,0,2,0.0,58.5
arizona seo company,jpn,0,5,0.0,87.4
arizona seo company,kaz,0,2,0.0,78.0
arizona seo company,khm,0,1,0.0,92.0
arizona seo company,kna,0,1,0.0,85.0
arizona seo company,kor,0,19,0.0,81.57894736842105
arizona seo company,kwt,0,2,0.0,87.0
arizona seo company,lao,0,1,0.0,77.0
arizona seo company,lbn,0,1,0.0,96.0
arizona seo company,ltu,0,9,0.0,83.44444444444444
arizona seo company,lva,0,1,0.0,84.0
arizona seo company,mar,0,5,0.0,81.6
arizona seo company,mda,0,1,0.0,81.0
arizona seo company,mex,0,11,0.0,80.0909090909091
arizona seo company,mng,0,1,0.0,85.0
arizona seo company,mys,0,8,0.0,78.625
arizona seo company,nga,0,1,0.0,77.0
arizona seo company,nld,0,5,0.0,84.0
arizona seo company,nor,0,1,0.0,84.0
arizona seo company,npl,0,4,0.0,90.0
arizona seo company,nzl,0,1,0.0,77.0
arizona seo company,pak,0,2,0.0,73.5
arizona seo company,pan,0,1,0.0,99.0
arizona seo company,per,0,5,0.0,76.6
arizona seo company,phl,0,12,0.0,82.83333333333333
arizona seo company,pol,0,6,0.0,79.0
arizona seo company,prt,0,1,0.0,82.0
arizona seo company,pry,0,2,0.0,73.0
arizona seo company,pse,0,2,0.0,80.5
arizona seo company,qat,0,1,0.0,78.0
arizona seo company,rou,0,2,0.0,79.0
arizona seo company,rus,0,36,0.0,79.83333333333333
arizona seo company,sau,0,8,0.0,81.375
arizona seo company,sen,0,1,0.0,97.0
arizona seo company,sgp,0,1,0.0,77.0
arizona seo company,srb,0,1,0.0,82.0
arizona seo company,sur,0,1,0.0,86.0
arizona seo company,svk,0,1,0.0,100.0
arizona seo company,swe,0,2,0.0,72.5
arizona seo company,tha,0,2,0.0,83.5
arizona seo company,tto,0,3,0.0,82.0
arizona seo company,tur,0,7,0.0,83.85714285714286
arizona seo company,twn,0,4,0.0,84.0
arizona seo company,ukr,0,12,0.0,85.66666666666667
arizona seo company,ury,0,1,0.0,72.0
arizona seo company,usa,0,2653,0.0,76.35582359592914
arizona seo company,uzb,0,3,0.0,86.33333333333333
arizona seo company,ven,0,3,0.0,74.66666666666667
arizona seo company,vnm,0,28,0.0,84.89285714285714
arizona seo company,zaf,0,7,0.0,82.42857142857143
arizona seo company,zzz,0,2,0.0,78.0
arizona seo company for attorneys,usa,0,8,0.0,92.375
arizona seo company reviews,usa,0,43,0.0,64.16279069767441
arizona seo consultancy,usa,0,1,0.0,48.0
arizona seo consultant,bgd,0,1,0.0,26.0
arizona seo consultant,blr,0,1,0.0,31.0
arizona seo consultant,bra,0,4,0.0,90.25
arizona seo consultant,brb,0,1,0.0,91.0
arizona seo consultant,can,0,1,0.0,81.0
arizona seo consultant,col,0,2,0.0,34.0
arizona seo consultant,deu,0,1,0.0,9.0
arizona seo consultant,esp,0,1,0.0,91.0
arizona seo consultant,fra,0,2,0.0,50.5
arizona seo consultant,gbr,0,4,0.0,59.75
arizona seo consultant,irq,0,1,0.0,50.0
arizona seo consultant,rus,0,1,0.0,93.0
arizona seo consultant,twn,0,1,0.0,74.0
arizona seo consultant,usa,0,62,0.0,45.225806451612904
arizona seo consultant,vnm,0,4,0.0,53.25
arizona seo consultant services,are,0,1,0.0,90.0
arizona seo consultant services,bra,0,3,0.0,95.66666666666667
arizona seo consultant services,dza,0,1,0.0,39.0
arizona seo consultant services,egy,0,1,0.0,38.0
arizona seo consultant services,fra,0,1,0.0,31.0
arizona seo consultant services,gbr,0,3,0.0,53.333333333333336
arizona seo consultant services,grc,0,1,0.0,97.0
arizona seo consultant services,ita,0,1,0.0,95.0
arizona seo consultant services,swe,0,1,0.0,97.0
arizona seo consultant services,usa,0,6,0.0,58.666666666666664
arizona seo consultant services,uzb,0,1,0.0,100.0
arizona seo consultant services,vnm,0,1,0.0,34.0
arizona seo consultants,fra,0,1,0.0,14.0
arizona seo consultants,gbr,0,1,0.0,34.0
arizona seo consultants company,usa,0,1,0.0,77.0
arizona seo consulting,usa,0,1,0.0,54.0
arizona seo consulting service,usa,0,1,0.0,53.0
arizona seo digital marketing agencies,usa,0,2,0.0,99.0
arizona seo digital marketing agency,usa,0,13,0.0,90.46153846153847
arizona seo digital marketing company,gbr,0,1,0.0,90.0
arizona seo digital marketing company,phl,0,1,0.0,84.0
arizona seo digital marketing company,rus,0,1,0.0,77.0
arizona seo digital marketing company,usa,0,69,0.0,82.52173913043478
arizona seo expert,bgd,0,1,0.0,71.0
arizona seo expert,bra,0,14,0.0,74.5
arizona seo expert,can,0,1,0.0,74.0
arizona seo expert,col,0,1,0.0,40.0
arizona seo expert,deu,0,1,0.0,71.0
arizona seo expert,dom,0,1,0.0,35.0
arizona seo expert,ecu,0,1,0.0,63.0
arizona seo expert,egy,0,1,0.0,73.0
arizona seo expert,esp,0,1,0.0,22.0
arizona seo expert,gbr,0,4,0.0,47.25
arizona seo expert,ind,0,4,0.0,81.75
arizona seo expert,irq,0,1,0.0,93.0
arizona seo expert,ita,0,1,0.0,95.0
arizona seo expert,kor,0,5,0.0,78.4
arizona seo expert,ltu,0,1,0.0,76.0
arizona seo expert,mex,0,1,0.0,91.0
arizona seo expert,phl,0,1,0.0,68.0
arizona seo expert,pol,0,1,0.0,94.0
arizona seo expert,rus,0,6,0.0,85.5
arizona seo expert,srb,0,1,0.0,80.0
arizona seo expert,twn,0,1,0.0,100.0
arizona seo expert,ukr,0,1,0.0,61.0
arizona seo expert,usa,0,126,0.0,48.70634920634921
arizona seo expert,zaf,0,1,0.0,75.0
arizona seo experts,usa,0,1,0.0,46.0
arizona seo firm,arg,0,5,0.0,95.6
arizona seo firm,bgr,0,1,0.0,62.0
arizona seo firm,bhr,0,1,0.0,90.0
arizona seo firm,bol,0,1,0.0,91.0
arizona seo firm,bra,0,19,0.0,92.52631578947368
arizona seo firm,chl,0,1,0.0,90.0
arizona seo firm,deu,0,1,0.0,98.0
arizona seo firm,dnk,0,1,0.0,100.0
arizona seo firm,fra,0,1,0.0,89.0
arizona seo firm,gbr,0,3,0.0,68.66666666666667
arizona seo firm,hnd,0,2,0.0,93.5
arizona seo firm,ind,0,5,0.0,83.4
arizona seo firm,irl,0,1,0.0,99.0
arizona seo firm,isr,0,1,0.0,43.0
arizona seo firm,ken,0,1,0.0,98.0
arizona seo firm,kor,0,5,0.0,95.0
arizona seo firm,mys,0,1,0.0,93.0
arizona seo firm,nld,0,1,0.0,92.0
arizona seo firm,per,0,1,0.0,92.0
arizona seo firm,pri,0,1,0.0,90.0
arizona seo firm,rus,0,12,0.0,96.75
arizona seo firm,swe,0,1,0.0,88.0
arizona seo firm,twn,0,1,0.0,98.0
arizona seo firm,usa,0,205,0.0,76.25365853658536
arizona seo firm,uzb,0,1,0.0,101.0
arizona seo firm,ven,0,1,0.0,92.0
arizona seo firm,zzz,0,1,0.0,97.0
arizona seo firms,usa,0,1,0.0,59.0
arizona seo growth,dnk,0,1,0.0,39.0
arizona seo growth,fra,0,1,0.0,36.0
arizona seo growth,usa,0,246,0.0,38.422764227642276
arizona seo optimization services,arg,0,2,0.0,69.0
arizona seo optimization services,bgd,0,1,0.0,88.0
arizona seo optimization services,blr,0,1,0.0,95.0
arizona seo optimization services,bra,0,18,0.0,86.16666666666667
arizona seo optimization services,col,0,1,0.0,93.0
arizona seo optimization services,deu,0,1,0.0,88.0
arizona seo optimization services,ecu,0,1,0.0,90.0
arizona seo optimization services,fra,0,2,0.0,78.5
arizona seo optimization services,gbr,0,4,0.0,89.75
arizona seo optimization services,idn,0,1,0.0,81.0
arizona seo optimization services,isr,0,1,0.0,83.0
arizona seo optimization services,ken,0,1,0.0,81.0
arizona seo optimization services,kor,0,1,0.0,92.0
arizona seo optimization services,mex,0,1,0.0,97.0
arizona seo optimization services,nld,0,1,0.0,88.0
arizona seo optimization services,pak,0,1,0.0,75.0
arizona seo optimization services,pry,0,1,0.0,87.0
arizona seo optimization services,rus,0,3,0.0,86.33333333333333
arizona seo optimization services,sau,0,2,0.0,91.0
arizona seo optimization services,som,0,1,0.0,87.0
arizona seo optimization services,svn,0,1,0.0,87.0
arizona seo optimization services,tur,0,1,0.0,86.0
arizona seo optimization services,twn,0,1,0.0,88.0
arizona seo optimization services,ukr,0,3,0.0,85.66666666666667
arizona seo optimization services,usa,0,66,0.0,80.42424242424242
arizona seo organic growth,usa,0,31,0.0,51.12903225806452
arizona seo organic growth consulting,usa,0,73,0.0,48.342465753424655
arizona seo package,bra,0,1,0.0,85.0
arizona seo package,dza,0,2,0.0,44.5
arizona seo package,eth,0,1,0.0,32.0
arizona seo package,usa,0,15,0.0,59.8
arizona seo package plan,bra,0,3,0.0,71.0
arizona seo package plan,col,0,1,0.0,36.0
arizona seo package plan,idn,0,1,0.0,31.0
arizona seo package plan,ind,0,1,0.0,43.0
arizona seo package plan,phl,0,1,0.0,46.0
arizona seo package plan,rus,0,1,0.0,83.0
arizona seo package plan,usa,0,77,0.0,46.74025974025974
arizona seo packages,usa,0,31,0.0,74.80645161290323
arizona seo professional for attorneys,usa,0,2,0.0,95.0
arizona seo project,phl,0,1,0.0,47.0
arizona seo project,usa,0,414,0.0,30.5
arizona seo projects,usa,0,406,0.0,34.67733990147783
arizona seo search engine optimization,bel,0,1,0.0,90.0
arizona seo search engine optimization,bra,0,16,0.0,74.625
arizona seo search engine optimization,can,0,1,0.0,85.0
arizona seo search engine optimization,deu,0,1,0.0,90.0
arizona seo search engine optimization,dnk,0,1,0.0,70.0
arizona seo search engine optimization,esp,0,1,0.0,87.0
arizona seo search engine optimization,gbr,0,6,0.0,72.5
arizona seo search engine optimization,gha,0,1,0.0,82.0
arizona seo search engine optimization,idn,0,2,0.0,50.0
arizona seo search engine optimization,ind,0,3,0.0,83.66666666666667
arizona seo search engine optimization,ita,0,2,0.0,58.5
arizona seo search engine optimization,kor,0,1,0.0,88.0
arizona seo search engine optimization,mex,0,2,0.0,92.0
arizona seo search engine optimization,mys,0,1,0.0,26.0
arizona seo search engine optimization,nic,0,1,0.0,89.0
arizona seo search engine optimization,pol,0,1,0.0,77.0
arizona seo search engine optimization,rus,0,2,0.0,89.5
arizona seo search engine optimization,usa,0,108,0.0,77.82407407407408
arizona seo search engine optimization,zmb,0,1,0.0,50.0
arizona seo search engine optimization,zzz,0,1,0.0,74.0
arizona seo service,are,0,1,0.0,80.0
arizona seo service,arg,0,6,0.0,82.16666666666667
arizona seo service,aus,0,5,0.0,85.0
arizona seo service,aut,0,1,0.0,79.0
arizona seo service,bgd,0,4,0.0,83.5
arizona seo service,bhs,0,1,0.0,88.0
arizona seo service,blr,0,1,0.0,84.0
arizona seo service,bra,0,98,0.0,82.26530612244898
arizona seo service,brb,0,1,0.0,87.0
arizona seo service,can,0,11,0.0,83.18181818181819
arizona seo service,chl,0,1,0.0,79.0
arizona seo service,col,0,4,0.0,84.25
arizona seo service,cri,0,1,0.0,86.0
arizona seo service,deu,0,6,0.0,82.0
arizona seo service,dom,0,1,0.0,86.0
arizona seo service,dza,0,2,0.0,90.0
arizona seo service,ecu,0,2,0.0,93.5
arizona seo service,egy,0,4,0.0,88.0
